"annotation_id","annotator","condition_label","created_at","id","lead_time","medical_abstract","sentiment","updated_at"
35,"1",4,"2024-04-06T20:49:58.383633Z",31,17.873,"Improving compliance and increasing control of hypertension: needs of special hypertensive populations. Approximately 60 million people in the United States have hypertension. More than half are either untreated or treated without blood pressure control, despite the well-known risks of hypertension and the established benefits of treatment. The major reason for inadequate control of hypertension is poor adherence to treatment. Approximately 50% of patients with hypertension fail to keep follow-up appointments, and only 60% take their medications as prescribed. Barriers to effective therapeutic adherence include poor doctor-patient communication, cost of antihypertensive therapy, and side effects of the drugs. To increase control of hypertension, compliance with therapy must be improved. Physicians and patients must be mutually committed to achieving control of blood pressure. Physicians should communicate instructions clearly and prescribe therapies that are effective, affordable, and have minimal or no adverse effects on patient quality of life or overall cardiac risk profile. The needs of special hypertensive populations (i.e., elderly, black, and young patients) must also be recognized and addressed. Patients must follow recommendations and alert their physicians to any problems with their medications--particularly those relating to side effects and cost. When selecting drug therapy it should be noted that older patients are sensitive to volume depletion and sympathetic inhibition. In this group of patients, initial drug doses should be low and increments smaller and more gradual than in younger patients. Black patients with hypertension show an accentuated response to diuretics and blunted responses to beta-blockers and angiotensin-converting enzyme (ACE) inhibitors as monotherapy. However, when used with a diuretic, there are no racial differences in the blood pressure lowering effects of beta-blockers and ACE inhibitors. ","cardiovascular diseases","2024-04-06T20:49:58.383633Z"
36,"1",2,"2024-04-06T20:51:07.008612Z",32,67.181,"The role of prostanoids in the production of acute acalculous cholecystitis by platelet-activating factor. Gallbladder tissue from patients with acute acalculous cholecystitis contains increased amounts of prostanoids when compared to normal gallbladder tissue. Platelet-activating factor (PAF) is a potent stimulus of eicosanoid formation. It has been implicated as a mediator of acute inflammatory processes and systemic responses to shock. In this study the role of PAF in acute acalculous cholecystitis was evaluated. Anesthetized cats underwent gallbladder perfusion with a physiologic buffer solution containing [14C]polyethylene glycol as a nonabsorbable tracer to quantitate mucosal water absorption. Platelet-activating factor was infused into the hepatic artery for 2 hours. Control experiments were performed when vehicle alone was infused. Experiments also were performed when indomethacin was administered intravenously and when indomethacin and PAF were administered. Gallbladder mucosal absorption/secretion and perfusate and tissue prostaglandin E (PGE) and 6 keto prostaglandin F1 alpha (6-keto PGF1 alpha) levels were evaluated. Gallbladder inflammation was evaluated by beta-glucuronidase and myeloperoxidase tissue concentrations and by a histologic scoring system. Platelet-activating factor eliminated gallbladder absorption and produced net fluid secretion associated with dose-related increases in perfusate PGE concentrations and gallbladder tissue PGE and 6 keto PGF1 alpha levels when compared to control values. Platelet-activating factor produced significant inflammation in the gallbladder with increases in the histologic score of inflammation and tissue lysosomal enzyme activities. Indomethacin significantly decreased the fluid secretion, prostanoid levels, and inflammation produced by PAF. The results suggest that PAF may induce acute gallbladder inflammation associated with systemic stress through a prostanoid-mediated mechanism. ","digestive system diseases","2024-04-06T20:51:07.008612Z"
37,"1",5,"2024-04-06T20:51:25.917760Z",33,17.205,"Persistent segmental cutaneous anesthesia after a brown recluse spider bite. Patients with brown recluse spider bites commonly suffer from pain, muscular aching, and a variety of local dysesthesias during the acute and resolution phases of toxin-induced injury. This is our first well-documented observation of persistent cutaneous anesthesia caused by a spider bite. The anesthetic area conformed to the distribution of a specific nerve, the transverse cervical cutaneous nerve. The identification of the spider as a brown recluse and the location of the bite over the nerve's usual pathway strongly suggest that the venom was responsible for this complication. ","general pathological conditions","2024-04-06T20:51:25.917760Z"
38,"1",4,"2024-04-06T20:52:27.325256Z",34,59.531,"Percutaneous right brachial artery approach with 5F catheters for studying coronary artery disease. We prospectively studied 60 ischemic patients with 5F catheters (Pigtail and Amplatz) using the percutaneous right brachial artery approach (group I), in order to compare this technique with two groups of 100 patients each randomly studied by the femoral route with either 5F (group II) or 8F (group III) catheters (Pigtail and Judkins). The following parameters were analyzed: need to change the initially elected catheter diameter or/and artery approach; technical difficulty for obtaining LV, LCA, and RCA angiograms; total time of X-ray exposure; quality image of LV, LCA, and RCA angiograms; incidence of arterial puncture related hematomas or total arterial occlusion; and duration of local compression after sheath removal. There were no differences between 5F brachial and femoral approaches except for the arterial compression time (p less than 0.01) and the X-ray exposure time (p = 0.03) which were longer with the brachial approach. Whatever the route used, 5F showed a mild increase difficulty (brachial p = 0.001; femoral p = 0.01) and a mild decreased quality image for LCA (branchial p = 0.006; femoral p less than 0.05). Mild hematomas were more frequent with 8F catheters (p less than 0.05). The procedure could be completed by the elected first artery and type of catheter (5F or 8F) in 57/60 patients in group I, in 95/100 in group II, and in 96/100 in group III (nonsignificant differences). Thus, the percutaneous right brachial artery approach using 5F catheters is similar to the femoral artery approach with the same catheters. Although both of them showed a mild increased technical difficulty and a mild decreased quality image compared to 8F, mainly for LCA angiograms, they allowed complete and reliable angiograms reading and analysis. ","cardiovascular diseases","2024-04-06T20:52:27.325256Z"
39,"1",3,"2024-04-06T20:53:58.265398Z",35,89.467,"Grading white matter lesions on CT and MRI: a simple scale. We developed and tested a simple three-point scale for grading white matter lesions in anterior and posterior regions of the brain. Twenty four CT scans and 24 MRI scans were separately judged by 11 and five observers, respectively, on the presence and severity of white matter lesions. The observers were radiologists and neurologists. For CT scans, these periventricular changes were graded according to their extent as absent, or partly involving the white matter, or extending up to the subcortical region. The MRI lesions were graded as no lesion or only a single one, multiple focal lesions, and multiple confluent lesions. The pairwise agreements of all possible combinations of observers for each scan were corrected for chance (kappa statistics; maximal agreement 1.0). The weighted kappa value, for anterior and posterior regions combined, was 0.63 for CT scans, and 0.78 for MRI scans. This three-point scale for two separate regions seems suitable as a basis for cross-sectional or longitudinal studies of large series of patients. ","nervous system diseases","2024-04-06T20:53:58.265398Z"
40,"1",1,"2024-04-06T20:54:44.346844Z",36,44.838,"Cryoprobe as a ""handle"" for resection of metastatic liver tumors. Resection of metastatic liver tumors can be a difficult and risky procedure. Using a cryoprobe as a ""handle"" can greatly facilitate resection by providing a taut surface for transection and improving visualization of ductal and vascular structures. In addition, this technique may decrease the risk of contaminating surrounding tissues with cancer cells, and may inhibit tumor recurrence within the margins of resection. ","neoplasms","2024-04-06T20:54:44.346844Z"
41,"1",4,"2024-04-06T20:55:05.784332Z",37,20.12,"Spontaneous rupture of an aortic aneurysm into the left renal vein. A diagnostic challenge. Rupture of an aortic aneurysm into a renal vein presents a rare and difficult diagnostic problem. Often, therapy is delayed because the patient is thought to have a urologic problem. In this instance, CT scan provided useful clues leading to the diagnosis of this entity, and its rapid treatment. To our knowledge, this is the first CT scan done in a patient with aorto-renal vein fistula. ","cardiovascular diseases","2024-04-06T20:55:05.784332Z"
42,"1",1,"2024-04-06T20:56:01.255365Z",38,49.902,"Tumor cell heterogeneity and subpopulations with metastatic ability in differentiated adenocarcinoma of the lung. Histologic and cytofluorometric DNA analyses. To investigate tumor cell heterogeneity and subpopulations with metastatic ability in differentiated adenocarcinoma of the lung, the primary and metastatic lesions in 20 cases of differentiated adenocarcinoma were examined by histologic and cytofluorometric DNA analyses. The primary tumor was divided histologically into three compartments: tumor area of type 1, papillary adenocarcinoma with thin stroma; tumor area of type 2, papillary adenocarcinoma with thickened fibrovascular stroma: tumor area of type 3; solid carcinoma with scant gland formation. The nuclear DNA content (NDC) was higher in type 2 than in type 1 tumor in terms of mean NDC and DNA histogram pattern (p less than 0.01). Metastatic tumors in distant organs often resembled the type 2 of primary tumors histologically and also in their DNA histogram patterns, and their mean NDC values were significantly correlated with each other (p less than 0.01). Metastatic tumors in regional lymph nodes had a significantly lower mean NDC than those in distant organs (p less than 0.01). These results suggest that (1) type 2 tumors originate from type 1 tumors by malignant progression and metastasize hematogenously, and (2) hematogenous metastases are composed of tumor subclones different from those of lymphatic metastases. ","neoplasms","2024-04-06T20:56:01.255365Z"
43,"1",5,"2024-04-06T20:56:24.036250Z",39,21.406,"Menstrual function and eating behavior in female recreational weight lifters and competitive body builders. A group of 103 female weight lifters (WL) and 92 control (C) women answered a survey concerning eating behavior and attitudes (including the Eating Disorder Inventory) and menstrual function. The incidence of menstrual dysfunction, defined as oligomenorrhea plus amenorrhea, was significantly higher for the WL (30%) than for the C (13%) not on contraceptive pills. Only 2% of the women had amenorrhea. The incidence of dysfunction was highest for the subset of 12 WL who had competed in at least one body building competition (COMP); 86% of the COMP not on birth control pills had menstrual dysfunction (P less than 0.05). More WL than C reported missing at least one menstrual period during the last year (P = 0.06). WL scored significantly higher than C on the Drive for Thinness subscale of the Eating Disorder Inventory (EDI). Fifteen percent of the WL and 9% of the C achieved the criteria on this subscale for being weight preoccupied (P greater than 0.05). Significantly more WL than C responded that they were terrified of becoming fat (WL 56%, C 38%), were obsessed with food (WL 47%, C 30%), used laxatives for weight control (WL 14%, C 1%), and claimed that they had been anorexic in the past (WL 17%, C 5%). Examination of the answers of COMP revealed several items that were significantly different from the remainder of the WL. For example, 42% used to be anorexic, 67% were terrified of becoming fat, and 50% experienced uncontrollable urges to eat. ","general pathological conditions","2024-04-06T20:56:24.036250Z"
44,"1",5,"2024-04-06T20:58:19.842714Z",40,113.426,"Dental patient reaction to electrocardiogram screening. Ninety-one patients receiving routine dental treatment at the University of Minnesota School of Dentistry participated in an electrocardiogram screening study. The purpose of the study was to evaluate patient reaction to electrocardiogram screening in a dental school clinic. The vast majority of patients indicated the test was easy and did not intrude on the dental appointment. Most of the patients reported that the test was a valuable service and should be available in the dental office. None of the patients indicated that the tests should not be performed in the dental office. Few patients expressed any significant concern or anxiety about the test either before or after it was completed. Twenty-six percent (24/91) of the patients were found to have a cardiac arrhythmia; however, most of these were nonserious arrhythmias (18/24) and would not have had an impact on planned dental procedures. Six patients were identified with arrhythmias that required medical referral before dental treatment was started. ","general pathological conditions","2024-04-06T20:58:19.842714Z"
45,"1",5,"2024-04-06T20:58:47.890354Z",41,26.364,"Surgical and prosthesis-related complications using the Groningen button voice prosthesis. Prosthesis-assisted tracheoesophageal speech has advanced speech rehabilitation appreciably. However, the surgical technique and the use of a prosthesis may give rise to complications. In a retrospective study on 132 consecutive patients rehabilitated with a Groningen button voice prosthesis, the complications were assessed, the average follow-up being 21 months. Surgical complications were not observed. Prosthesis-related complications, which were encountered in 28%, were all of a minor nature and mainly consisted of granulation formation and hypertrophic scarring; these appeared to be easily treatable. The complications found were few and insignificant in comparison with reports in the literature. This may be attributed to the uncomplicated surgical procedure for the insertion of the Groningen button. Moreover, the prosthesis is self-retaining and requires hardly any care from the patient. Permanent removal of the prosthesis usually requires surgical closure, which is a simple procedure performed under local anaesthesia. ","general pathological conditions","2024-04-06T20:58:47.890354Z"
46,"1",1,"2024-04-06T20:59:03.286502Z",42,13.374,"The impact of the U.S. Preventive Services Task Force guidelines on cancer screening: perspective from the National Cancer Institute. The U.S. Preventive Services Task Force evaluated the medical literature, utilizing strict criteria to judge the merits of experimental trials designed to show benefit in screening for cancer. For individuals at normal risk, the task force was not able to make recommendations for or against screening for colorectal, prostate, skin, oral, or testicular cancers. Only one physical-examination cancer-screening procedure has ever been tested in a randomized trial. During the past 27 years, the National Cancer Institute (NCI) has funded six randomized screening trials. Thus far, only one has shown a decrease in mortality. Recognizing the limitations of such trials, the NCI published ""Working Guidelines for Early Cancer Detection."" Designed for the practicing physician, these guidelines were based upon the best available evidence and on the judgment of representatives of medical professional organizations. ","neoplasms","2024-04-06T20:59:03.286502Z"
47,"1",4,"2024-04-06T20:59:54.958633Z",43,50.084,"Recombinant human erythropoietin does not increase clotting in vascular accesses. The incidence of vascular access clotting was evaluated over 5.25 years. The first 32 months served as a control period. During the second period of 31 months, recombinant human erythropoietin (epoetin) was used for an average duration of 13 months (range, 2-32 months) in 79 patients. The overall incidence of vascular access clotting decreased from a monthly rate of 0.06 to 0.03 events per patient-month over the 5 year period. Distribution of the number of events per patient did not differ between the two periods, with 55% to 60% of patients having no clotting episode. Patients with recurrent clotting (two or more events) accounted for 68% of episodes. During the second period, there were no differences in the incidence of vascular access clotting in epoetin treated patients vs untreated patients (0.38 events per patient-year vs. 0.46 events per patient-year, both slightly lower than in period 1 [0.52 events per patient-year]). It is concluded that epoetin does not increase vascular access clotting. ","cardiovascular diseases","2024-04-06T20:59:54.958633Z"
48,"1",4,"2024-04-06T21:00:44.098331Z",44,47.348,"Value and limitations of Doppler pressure half-time in quantifying mitral stenosis: a comparison with micromanometer catheter recordings. The purpose of this study was to compare the Doppler and catheterization pressure half-time methods of estimating mitral valve area with valve areas obtained by the Gorlin equation in a group of patients with clinically significant mitral stenosis. Data were analyzed from 67 consecutive patients who were undergoing continuous-wave Doppler examination and catheterization with micromanometer catheters. Doppler pressure half-time was calculated as the interval between peak transmitral velocity and velocity divided by the square root of 2, as measured from the outer border of the spectral envelope. Doppler mitral valve area (MVA) was obtained with the equation: MVA = 220 divided by pressure half-time. For catheterization data, the pressure half-time was measured directly from simultaneously recorded left ventricular and left atrial pressure (18 patients) or pulmonary capillary wedge pressure (49 patients). The catheterization half-time was taken as the time required for the peak pressure gradient to fall to one half of the initial value. Calculations of the mitral valve area at catheterization were obtained by the Gorlin equation with pressure gradient and cardiac output determinations. Mitral valve area as determined by the Gorlin equation for all cases ranged from 0.4 to 2.0 (mean = 1.03 +/- 0.37) cm2. Linear regression analysis that compared cardiac catheterization and Doppler half-times yielded r = 0.68. For the subgroup of patients with sinus rhythm, the correlation improved to r = 0.76. ","cardiovascular diseases","2024-04-06T21:00:44.098331Z"
49,"1",4,"2024-04-06T21:01:30.671593Z",45,44.641,"Long-term treatment of hereditary angioedema with attenuated androgens: a survey of a 13-year experience. Fifty-six patients affected with hereditary angioedema have been followed during long-term prophylaxis with attenuated androgens. The treatment was started in patients who had one or more severe attacks per month. In 24 patients, the therapy lasted for more than 5 years. The minimal effective dose usually did not exceed 2 mg/day of stanozolol or 200 mg/day of danazol. Only in two patients were these doses not sufficient to achieve the complete disappearance of symptoms. Irregular menstruation, but rarely amenorrhea, was the only significant side effect. One patient had to stop the therapy because of laboratory signs of hepatic cell necrosis. In one patient, danazol was administered during the last 8 weeks of pregnancy without side effects for the mother but with transient signs of virilization for the female baby. To find a biochemical marker for the minimal effective dose of androgen derivatives, we measured the plasma levels of C1 C1 INH complexes at different doses of stanozolol in four patients with hereditary angioedema. We found that these complexes, elevated before treatment, promptly reverted to normal values during androgen therapy and remained normal with any reduction of the dose of the drug as long as the patient remained symptom free. Therefore, the measurement of C1 C1 INH complexes appears to reflect the activity of the disease and not the amount of androgen that is administered. ","general pathological conditions","2024-04-06T21:01:30.671593Z"
50,"1",4,"2024-04-06T21:02:12.505870Z",46,40.469,"The agent of bacillary angiomatosis. An approach to the identification of uncultured pathogens BACKGROUND. Bacillary angiomatosis is an infectious disease causing proliferation of small blood vessels in the skin and visceral organs of patients with human immunodeficiency virus infection and other immunocompromised hosts. The agent is often visualized in tissue sections of lesions with Warthin-Starry staining, but the bacillus has not been successfully cultured or identified. This bacillus may also cause cat scratch disease. METHODS. In attempting to identify this organism, we used the polymerase chain reaction. We used oligonucleotide primers complementary to the 16S ribosomal RNA genes of eubacteria to amplify 16S ribosomal gene fragments directly from tissue samples of bacillary angiomatosis. The DNA sequence of these fragments was determined and analyzed for phylogenetic relatedness to other known organisms. Normal tissues were studied in parallel. RESULTS. Tissue from three unrelated patients with bacillary angiomatosis yielded a unique 16S gene sequence. A sequence obtained from a fourth patient with bacillary angiomatosis differed from the sequence found in the other three patients at only 4 of 241 base positions. No related 16S gene fragment was detected in the normal tissues. These 16S sequences associated with bacillary angiomatosis belong to a previously uncharacterized microorganism, most closely related to Rochalimaea quintana. CONCLUSIONS. The cause of bacillary angiomatosis is a previously uncharacterized rickettsia-like organism, closely related to R. quintana. This method for the identification of an uncultured pathogen may be applicable to other infectious diseases of unknown cause. ","general pathological conditions","2024-04-06T21:02:12.505870Z"
51,"1",4,"2024-04-06T21:02:51.543571Z",47,37.726,"Protein phosphorylation during ischemia. Many investigations have shown that calcium and adenosine triphosphate are crucial to central nervous system functions. It is probable that alterations of these substances during central nervous system ischemia are involved in the processes that cause irreversible neural damage. Calcium regulates several protein kinases that are responsible for phosphorylation of proteins vital for many central nervous system functions. Using a rabbit spinal cord ischemia model, we found protein kinase C and calcium/calmodulin-dependent kinase were severely affected during the first hour of ischemia. Protein kinase A was not significantly affected. The time course of lost protein kinase C enzyme activity closely corresponded to irreversible loss of neurologic function, and there is evidence that protein kinase C inhibitor activity is generated. Also, drugs that inhibit protein kinase C increased neurologic damage when administered during the early phases of ischemia. These results suggest that protein phosphorylation, particularly by protein kinase C, is critical to maintenance of neurologic function. ","cardiovascular diseases","2024-04-06T21:02:51.543571Z"
52,"1",1,"2024-04-06T21:03:19.480384Z",48,26.546,"Autologous antibodies eluted from membrane fragments in human ovarian epithelial neoplastic effusions. III. Cytotoxic potential in vitro and characterization of antigen(s). Cyst and ascites fluids from patients with ovarian epithelial neoplasms contain immunoglobulins with antitumor activity. Autologous antibodies bound to the cellular membrane fragments obtained from human ovarian neoplastic effusions react with cell-surface antigens on different human ovarian cell lines, surgical specimens of human ovarian adenocarcinoma, and human ovarian tumors grown in athymic Balb/c mice. The antibodies do not react with tissue preparations from normal human ovaries, other nonovarian normal or neoplastic tissues, and nonovarian human cell lines. These studies indicate that these antibodies are capable of complement-mediated lysis of human ovarian tumor cell lines in vitro. Preliminary characterization of the autologous ovarian tumor-associated antigen(s) indicates that it may be composed of three large-molecular-weight proteins of 182,000, 164,000, and 122,000 d. ","neoplasms","2024-04-06T21:03:19.480384Z"
53,"1",1,"2024-04-06T21:03:47.616003Z",49,15.252,"Leukemias of indeterminant lineage. Two biologically and clinically important forms of acute leukemia have been described. Evidence suggests that both undifferentiated acute leukemia and many types of hybrid leukemia arise from relatively fewer differentiated cells than do the more straightforward acute leukemias. Clinical correlations suggest that patients with these leukemias may have a poorer prognosis, although some findings may be associated with an improved prognosis. More data in which multiple techniques are applied to the same leukemic cells are clearly needed. Patients with certain types of hybrid leukemias may be suitable candidates for more aggressive forms of chemotherapy or, possibly, combinations of therapy directed at cells of both lineages. ","neoplasms","2024-04-06T21:03:47.616003Z"
54,"1",1,"2024-04-06T21:04:06.594638Z",50,15.273,"Gonadoblastoma in an anatomically normal man: a case report and literature review. Gonadoblastoma, a rare gonadal neoplasm, presents most frequently in phenotypic female or phenotypically male patients with dysgenetic gonads or undescended testes. To date, only 2 cases of gonadoblastoma have been reported in anatomically normal male patients with scrotal testes. Both of these patients presented with testicular masses and germ cell tumors. We report a case of a genotypically and phenotypically normal, fertile man with descended testes who on evaluation for chronic orchialgia had a gonadoblastoma unaccompanied by a germ cell neoplasm. The tumor was nonpalpable and was initially discovered on scrotal ultrasound. ","neoplasms","2024-04-06T21:04:06.594638Z"
55,"1",4,"2024-04-06T21:04:48.262224Z",51,39.337,"Managing the whole patient with hypertension: practical applications in a clinical setting. Physicians are aware of the value of treating hypertension. Complications such as stroke and congestive heart failure are less likely to occur in the well-controlled patient. In our quest to add coronary heart disease to this list, we must go beyond simple reduction of blood pressure. We must consider other risk factors such as hypercholesterolemia, cigarette smoking, diabetes mellitus, and family history. The presence of one or more of these may indicate a more aggressive treatment approach. Similarly the presence of left ventricular hypertrophy, coronary disease, or renal disease may indicate specific pharmacotherapy. On the other hand, the low-risk patient with no other problems or conditions may be treated with only nonpharmacologic therapy such as weight loss, dietary sodium reduction, and/or alcohol restriction. Every patient has a different constellation of findings. Every patient should be treated individually. It is no longer sufficient just to lower blood pressure; we need to manage the whole patient with hypertension; keeping in mind that most antihypertensive agents are equally effective, the side effect profile is often the decisive factor in choosing an antihypertensive agent. ","cardiovascular diseases","2024-04-06T21:04:48.262224Z"
56,"1",4,"2024-04-06T21:05:14.867580Z",52,25.132,"Brucella endocarditis: the role of combined medical and surgical treatment. Brucella endocarditis, although a rare complication of brucellosis, is the main cause of death related to this disease. This report describes a case of aortic endocarditis due to Brucella abortus in an elderly farmer with known aortic stenosis. Urgent valve replacement was performed because of progressive heart failure despite appropriate antimicrobial treatment. The infection was cured with trimethoprim-sulfamethoxazole and rifampin given for 3 months after surgery. A review of the literature reports on the 38 other cases of cured brucella endocarditis made clear the need for combined antimicrobial treatment and surgical valve replacement. ","cardiovascular diseases","2024-04-06T21:05:14.867580Z"
57,"1",3,"2024-04-06T21:05:44.342744Z",53,27.626,"Discordant nephron function. A pathogenic factor in hypertension and its vascular complications of stroke and heart attack. Morphologic evidence from patients with essential hypertension and Goldblatt-type hypertension reveals a subpopulation of narrowed afferent arterioles to ischemic nephrons. These ischemic nephrons, responding individually to their perception of underperfusion, secrete renin. In response, the normal nephrons are in adaptive natriuresis and have appropriately shut off their renin production. Nevertheless, they are affected adversely by the discordant renin-angiotensin II arising from the ischemic nephrons' presence, which exerts an unwanted sodium-retaining effect on the proximal tubules of the adapting nephrons. The end result is elevated blood pressure from too much sodium retention for the level of renin activity, that is, an abnormal renin-sodium product. Thus, ""normal"" renin levels in a hypertensive individual are abnormal because healthy kidneys shut off renin production entirely when blood pressure rises. This construction explains why angiotensin converting enzyme inhibition often corrects ""normal"" renin hypertension. Although such hypertension may be partly sodium-mediated as a consequence of inappropriate sodium retention by the normal and ischemic nephrons, the source of the problem lies in the renin production from ischemic nephrons. The correct treatment, then, is an antirenin therapy designed to block renin synthesis or secretion or angiotensin II formation or action. In view of modern studies suggesting that renin excesses also correlate with an increased risk of heart attack and stroke, the role of antirenin and antiangiotensin agents in treatment assumes additional relevance. ","cardiovascular diseases","2024-04-06T21:05:44.342744Z"
58,"1",2,"2024-04-06T21:06:31.305674Z",54,48.833000000000006,"Natural history and prognostic factors for chronic hepatitis type B. One hundred and five hepatitis B surface antigen (HBsAg) positive patients presenting with chronic persistent hepatitis (n = 46) or chronic active hepatitis without cirrhosis (n = 59) were followed longitudinally for one to 16 years (mean 5.5 years) and underwent follow up biopsy. During a mean histological follow up of 3.7 years, active cirrhosis developed in 21 (20%) patients one to 13 years after entry to the study with a calculated annual incidence of 5.9%. The probability of evolution to cirrhosis was significantly higher in patients with chronic active hepatitis and bridging hepatic necrosis than in those with moderate chronic active hepatitis or chronic persistent hepatitis (p less than 0.0001). Cox multiple regression analysis showed that the following three variables independently implied poor prognosis: older age, presence of bridging hepatic necrosis, and persistence of hepatitis B virus DNA in serum (p less than 0.0001). These findings indicate that patients with severe chronic active hepatitis and persistent hepatitis B virus replication are at very high risk of rapid progression to cirrhosis. ","digestive system diseases","2024-04-06T21:06:41.051378Z"
59,"1",5,"2024-04-06T21:07:27.847533Z",55,45.263,"Effects of vasopressin on portal pressure during hemorrhage from esophageal varices. Vasopressin is often used to treat variceal hemorrhage. However, its efficacy is uncertain, and its portal hemodynamic effects in this setting are unknown. Eleven patients with alcoholic liver disease and bleeding varices were given vasopressin (0.2 U/min for the first hour, then 0.4 U/min for 24 hours). Portal pressure was monitored using an indwelling hepatic vein balloon catheter. Seventeen patients with variceal bleeding who remained stable over 26 hours of initial treatment with crystalloid and blood products served as a comparison group. Vasopressin infusion (0.2 U/min) produced a significant decrease in wedged hepatic venous pressure, hepatic venous pressure gradient (wedged minus free hepatic venous pressure), and heart rate. Increases in the rate of infusion did not produce further decreases in the parameters measured, but the changes were sustained over the course of the infusion. Hemodynamics remained stable in the control group. Portal pressure did not increase when vasopressin was abruptly discontinued in the 3 patients in whom postinfusion measurements were made. Vasopressin retains its portal hypotensive effects in the setting of variceal hemorrhage. Tachyphylaxis does not develop over 26 hours, and a ""rebound"" increase in portal pressure probably does not occur when the infusion is discontinued. ","digestive system diseases","2024-04-06T21:07:27.847533Z"
60,"1",1,"2024-04-06T21:07:38.694478Z",56,9.475,"Drug response of head and neck tumors in native-state histoculture. We describe a chemosensitivity testing of head and neck tumors, in which a native-state histoculture, ie, a three-dimensional culture system that maintains important in vivo properties, including tissue architecture, was used. Fifteen specimens of head and neck tumors were evaluated for sensitivity to the following drugs: cisplatin (DDP) at concentrations of 1.5, 15, and 37.5 micrograms/mL; fluorouracil at concentrations of 4.0, 40, and 100 micrograms/mL; and combinations of cisplatin and fluorouracil in corresponding doses. Growth and measurement of drug responses were successfully completed in 10 specimens (five others were contaminated, four of them prior to instituting rigorous antibiotic washes). The results indicated cisplatin sensitivity in five of 10 patients; fluorouracil sensitivity in four of 10 patients; and fluorouracil-cisplatin sensitivity in seven of eight patients. Our preliminary results indicate that the native-state histoculture technique is feasible to test chemosensitivity of head and neck tumors. ","neoplasms","2024-04-06T21:07:38.694478Z"
61,"1",4,"2024-04-06T21:08:04.801592Z",57,24.939,"Electrocardiographic body surface potential mapping in the Wolff-Parkinson-White syndrome. Noninvasive determination of the ventricular insertion sites of accessory atrioventricular connections. BACKGROUND. A reliable, noninvasive procedure to determine the location of accessory atrioventricular connections in patients with Wolff-Parkinson-White syndrome would add an important diagnostic tool to the clinical armamentarium. METHODS AND RESULTS. Body surface potential mapping (BSPM) using 180 electrodes in various-sized vests and displayed as a calibrated color map was used to determine the ventricular insertion site of the accessory atrioventricular (AV) connections in 34 patients with Wolff-Parkinson-White syndrome. Attempts were made to determine the 17 ventricular insertion sites described by Guiraudon et al. All 34 patients had an electrophysiologic study (EPS) at cardiac catheterization, and 18 had surgery so the ventricular insertion sites could be accurately located using EPS at surgery. A number of physiologic observations were also made with BSPM. CONCLUSIONS. The following conclusions were drawn: 1) BSPM using QRS analysis accurately predicts the ventricular insertion site of accessory AV connections in the presence of a delta wave in the electrocardiogram; 2) the ventricular insertion sites of accessory AV connections determined by BSPM and by EPS at surgery were identical or within one mapping site (1.5 cm or less) in all but four of 18 cases; three of the four exceptions had more than one accessory AV connection, and the other had a very broad ventricular insertion; 3) BSPM and EPS locations of the accessory AV connections correlated very well in the 34 cases despite the fact that BSPM determines the ventricular insertion site and EPS determines the atrial insertion site of the accessory AV connection; 4) as suggested by the three cases of multiple accessory AV connections, EPS and BSPM may be complementary since BSPM identified one pathway and EPS identified the other (in the case with a broad ventricular insertion, BSPM and EPS demonstrated different proportions of that insertion); 5) BSPM using ST-T analysis is very much less accurate in predicting the ventricular insertion site of accessory AV connections unless there is marked preexcitation; 6) standard electrocardiography using the Gallagher grid methodology (but with no attempt at stimulating maximal preexcitation) was not as accurate as QRS analysis of BSPM in predicting the ventricular insertion site of the accessory AV connection; however, exact comparison is hampered by the different number and size of the Gallagher and Guiraudon insertion sites; 7) BSPM using QRS analysis appears to be very accurate in predicting right ventricular versus left ventricular posteroseptal accessory AV connections; 8) typical epicardial right ventricular breakthrough, indicative of conduction via the specialized AV conduction system, occurs in all patients with left ventricular free wall accessory AV connections; 9) epicardial right ventricular breakthrough was not observed in cases with right ventricular free wall or anteroseptal accessory AV connections; 10) epicardial right ventricular breakthrough can occur in the presence of posteroseptal accessory AV connections, whether right or left ventricular; and 11) the delay in epicardial right ventricular breakthrough in cases with left ventricular insertion may provide a marker to estimate the degree of ventricular preexcitation. ","cardiovascular diseases","2024-04-06T21:08:04.801592Z"
