,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,CentralAir_encoded,GarageFinish_encoded,Street_Grvl,Street_Pave,Shape_IR1,Shape_IR2,Shape_IR3,Shape_Reg,Contour_Bnk,Contour_HLS,Contour_Low,Contour_Lvl,Util_AllPub,Util_NoSeWa
401,402,20,RL,65.0,8767,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,4,6,24.0,1,0.0,1286.0,1310.0,GasA,5,Y,SBrkr,1310,0,0,1310,0.0,0.0,2,0,3,1,4,6,Typ,1,4,Attchd,2005.0,Fin,2.0,400.0,3,3,Y,0,0,0,0,0,0,0,7,2006,New,Partial,164990.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
402,403,30,RL,60.0,10200,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,PConc,3,3,2,1,0.0,1,0.0,672.0,672.0,GasA,5,Y,SBrkr,672,0,0,672,0.0,0.0,1,0,2,1,3,4,Typ,0,4,Detchd,1940.0,Unf,1.0,240.0,3,3,N,168,0,0,0,0,0,0,8,2008,WD,Normal,108000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
403,404,60,RL,93.0,12090,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,650.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1141.0,1141.0,GasA,4,Y,SBrkr,1165,1098,0,2263,0.0,0.0,2,1,4,1,4,10,Typ,1,3,BuiltIn,1998.0,Fin,2.0,420.0,3,3,Y,144,123,0,0,0,0,0,7,2006,WD,Abnorml,258000.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
404,405,60,RL,69.30579531442663,10364,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,PConc,4,3,2,1,0.0,1,0.0,806.0,806.0,GasA,4,Y,SBrkr,806,766,0,1572,0.0,0.0,2,1,3,1,3,7,Typ,1,3,BuiltIn,1995.0,Fin,2.0,373.0,3,3,Y,0,40,0,0,0,0,0,5,2007,WD,Normal,168000.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
405,406,20,RL,69.30579531442663,9991,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,0.0,3,3,CBlock,3,3,2,4,1116.0,1,0.0,165.0,1281.0,GasA,5,Y,SBrkr,1620,0,0,1620,1.0,0.0,2,0,3,1,3,8,Min1,1,3,Attchd,1993.0,Unf,2.0,490.0,3,3,Y,120,78,0,0,0,0,0,6,2009,WD,Normal,150000.0,1,2,0,1,1,0,0,0,0,0,0,1,1,0
406,407,50,RL,51.0,10480,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,1064.0,1064.0,GasA,5,Y,FuseA,1166,0,473,1639,0.0,0.0,1,0,3,1,3,6,Maj2,0,4,Detchd,1936.0,Unf,1.0,240.0,3,3,Y,0,0,0,0,0,0,0,3,2008,WD,Normal,115000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
407,408,70,RL,63.0,15576,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,0.0,3,3,BrkTil,4,3,2,1,0.0,1,0.0,840.0,840.0,GasA,5,Y,SBrkr,840,840,0,1680,0.0,0.0,2,0,4,1,3,8,Typ,0,4,Attchd,1960.0,Unf,1.0,308.0,3,3,Y,0,0,160,0,0,0,0,3,2008,WD,Normal,177000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
408,409,60,RL,109.0,14154,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,350.0,4,3,PConc,5,4,2,1,0.0,1,0.0,1063.0,1063.0,GasA,5,Y,SBrkr,1071,1101,0,2172,0.0,0.0,2,1,3,1,4,9,Typ,1,4,Attchd,2006.0,RFn,3.0,947.0,3,3,Y,192,62,0,0,0,0,0,8,2007,New,Partial,280000.0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
409,410,60,FV,85.0,10800,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,100.0,4,3,PConc,5,3,2,6,789.0,1,0.0,245.0,1034.0,GasA,5,Y,SBrkr,1050,1028,0,2078,1.0,0.0,2,1,3,1,5,8,Typ,1,4,Attchd,2008.0,Fin,3.0,836.0,3,3,Y,0,102,0,0,0,0,0,4,2008,New,Partial,339750.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
410,411,20,RL,68.0,9571,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,0.0,3,2,CBlock,3,2,2,1,0.0,1,0.0,1276.0,1276.0,GasA,3,Y,FuseA,1276,0,0,1276,0.0,0.0,1,0,3,1,3,5,Mod,0,4,Attchd,1958.0,Unf,1.0,350.0,3,3,Y,0,0,0,0,0,0,0,6,2009,COD,Abnorml,60000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
411,412,190,RL,100.0,34650,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,3,3,1056.0,1,0.0,0.0,1056.0,GasA,3,N,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,3,5,Typ,0,4,Attchd,1955.0,Fin,2.0,572.0,3,3,Y,264,0,0,0,0,0,0,1,2006,WD,Normal,145000.0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
412,413,20,FV,69.30579531442663,4403,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,432.0,5,3,PConc,5,3,4,6,578.0,1,0.0,892.0,1470.0,GasA,5,Y,SBrkr,1478,0,0,1478,1.0,0.0,2,1,2,1,4,7,Typ,1,4,Attchd,2009.0,Fin,2.0,484.0,3,3,Y,0,144,0,0,0,0,0,6,2010,New,Partial,222000.0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
413,414,30,RM,56.0,8960,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,0.0,3,3,CBlock,3,3,2,1,0.0,1,0.0,1008.0,1008.0,GasA,4,Y,FuseA,1028,0,0,1028,0.0,0.0,1,0,2,1,3,5,Typ,1,4,Detchd,1927.0,Unf,2.0,360.0,3,3,Y,0,0,130,0,0,0,0,3,2010,WD,Normal,115000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
414,415,60,RL,59.0,11228,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,2,4,50.0,6,531.0,499.0,1080.0,GasA,5,Y,SBrkr,1080,1017,0,2097,0.0,1.0,2,1,3,1,4,9,Typ,1,3,Attchd,1993.0,Unf,3.0,678.0,3,3,Y,196,187,0,0,0,0,0,12,2008,WD,Normal,228000.0,1,2,0,1,0,1,0,0,0,0,0,1,1,0
415,416,20,RL,73.0,8899,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,4,6,24.0,1,0.0,1316.0,1340.0,GasA,5,Y,SBrkr,1340,0,0,1340,0.0,0.0,2,0,3,1,4,6,Typ,0,4,Attchd,2007.0,Fin,2.0,396.0,3,3,Y,100,30,0,0,0,0,0,8,2007,New,Partial,181134.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
416,417,60,RL,74.0,7844,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,203.0,3,3,CBlock,3,3,2,5,209.0,1,0.0,463.0,672.0,GasA,3,Y,SBrkr,672,728,0,1400,0.0,0.0,1,1,3,1,3,6,Typ,1,3,Attchd,1978.0,Fin,2.0,440.0,3,3,Y,0,0,0,0,0,0,0,3,2006,WD,Normal,149500.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
417,418,70,RL,86.0,22420,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,0.0,3,3,BrkTil,4,3,2,4,1128.0,1,0.0,242.0,1370.0,GasW,3,N,FuseA,1370,1254,0,2624,1.0,0.0,2,1,4,1,3,10,Typ,1,4,Detchd,1918.0,Unf,3.0,864.0,3,3,N,0,0,0,0,0,0,0,11,2007,WD,Normal,239000.0,0,2,0,1,1,0,0,0,0,0,0,1,1,0
418,419,50,RL,60.0,8160,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,3,2,5,312.0,1,0.0,444.0,756.0,GasA,2,N,FuseF,756,378,0,1134,1.0,0.0,1,1,3,1,3,7,Typ,0,4,Detchd,1940.0,Unf,1.0,240.0,3,3,P,0,0,0,0,0,0,0,4,2007,WD,AdjLand,126000.0,0,2,0,1,0,0,0,1,0,0,0,1,1,0
419,420,20,RL,65.0,8450,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,CBlock,3,3,2,4,775.0,1,0.0,281.0,1056.0,GasA,5,Y,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,3,6,Typ,1,2,Attchd,1968.0,Unf,1.0,304.0,3,3,Y,0,85,184,0,0,0,0,7,2010,WD,Normal,142000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
420,421,90,RM,78.0,7060,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,200.0,3,4,PConc,4,4,5,6,1309.0,1,0.0,35.0,1344.0,GasA,5,Y,SBrkr,1344,0,0,1344,2.0,0.0,2,0,2,2,3,8,Typ,0,4,Attchd,1997.0,Fin,4.0,784.0,3,3,Y,0,0,0,0,0,0,0,11,2008,WD,Alloca,206300.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
421,422,20,RL,69.30579531442663,16635,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,126.0,4,3,CBlock,4,3,2,5,1246.0,1,0.0,356.0,1602.0,GasA,4,Y,SBrkr,1602,0,0,1602,0.0,1.0,2,0,3,1,4,8,Typ,1,3,Attchd,1977.0,Fin,2.0,529.0,3,3,Y,240,0,0,0,0,0,0,6,2009,WD,Normal,215000.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
422,423,20,RL,100.0,21750,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,2,1,0.0,1,0.0,988.0,988.0,GasA,5,Y,FuseA,988,0,0,988,0.0,0.0,1,0,2,1,3,4,Typ,0,4,Attchd,1954.0,RFn,2.0,520.0,3,3,N,0,0,0,0,0,0,0,2,2008,WD,Normal,113000.0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
423,424,60,RL,80.0,9200,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,473.0,4,3,PConc,4,3,2,6,986.0,1,0.0,484.0,1470.0,GasA,4,Y,SBrkr,1470,1160,0,2630,1.0,0.0,2,1,4,1,4,8,Typ,1,3,Attchd,1998.0,Fin,3.0,696.0,3,3,Y,0,66,0,0,0,0,0,6,2008,WD,Normal,315000.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
424,425,20,RL,72.0,9000,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,74.0,3,3,CBlock,4,3,2,2,616.0,1,0.0,580.0,1196.0,GasA,4,Y,FuseA,1196,0,0,1196,1.0,0.0,1,0,2,1,3,6,Typ,1,4,Attchd,1956.0,RFn,1.0,297.0,3,3,Y,0,44,0,0,0,0,0,5,2008,WD,Normal,139000.0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
425,426,60,RM,60.0,3378,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,0.0,3,4,CBlock,3,3,2,1,0.0,1,0.0,651.0,651.0,GasA,4,Y,SBrkr,707,682,0,1389,0.0,0.0,1,1,3,1,3,6,Typ,2,4,Detchd,1947.0,Unf,1.0,240.0,3,3,P,0,0,126,0,0,0,0,9,2009,WD,Normal,135000.0,1,2,0,1,0,0,0,1,0,1,0,0,1,0
426,427,80,RL,69.30579531442663,12800,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,145.0,4,3,PConc,4,3,5,6,1518.0,1,0.0,0.0,1518.0,GasA,4,Y,SBrkr,1644,0,0,1644,1.0,1.0,2,0,2,1,4,5,Typ,1,3,Attchd,1989.0,Fin,2.0,569.0,3,3,Y,80,0,0,0,396,0,0,8,2009,WD,Normal,275000.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
427,428,20,RL,77.0,8593,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,2,3,288.0,1,0.0,619.0,907.0,GasA,5,Y,SBrkr,907,0,0,907,0.0,0.0,1,0,3,1,3,5,Typ,0,4,Detchd,1964.0,Unf,1.0,352.0,3,3,Y,0,0,0,0,0,0,0,7,2008,WD,Normal,109008.0,1,2,0,1,1,0,0,0,0,0,0,1,1,0
428,429,20,RL,64.0,6762,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,108.0,4,3,PConc,4,3,2,6,664.0,1,0.0,544.0,1208.0,GasA,5,Y,SBrkr,1208,0,0,1208,1.0,0.0,2,0,2,1,4,6,Typ,0,4,Attchd,2007.0,RFn,2.0,628.0,3,3,Y,105,54,0,0,0,0,0,9,2007,New,Partial,195400.0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
429,430,20,RL,130.0,11457,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,4,3,3,6,1005.0,1,0.0,387.0,1392.0,GasA,3,Y,SBrkr,1412,0,0,1412,1.0,0.0,2,0,3,1,4,6,Typ,1,3,Attchd,1988.0,Unf,2.0,576.0,3,3,Y,0,0,169,0,0,0,0,3,2009,WD,Normal,175000.0,1,2,0,1,1,0,0,0,0,0,0,1,1,0
430,431,160,RM,21.0,1680,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,232.0,3,3,CBlock,3,3,2,5,387.0,1,0.0,96.0,483.0,GasA,3,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,3,4,Typ,0,4,Detchd,1971.0,Unf,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,7,2008,COD,Abnorml,85400.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
431,432,50,RM,60.0,5586,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,901.0,901.0,GasA,4,Y,SBrkr,1088,110,0,1198,0.0,0.0,1,0,4,1,3,7,Typ,0,4,Attchd,1978.1134057971014,Unf,0.0,0.0,3,3,N,0,98,0,0,0,0,0,9,2008,ConLD,Abnorml,79900.0,1,2,0,1,1,0,0,0,1,0,0,0,1,0
432,433,160,RM,24.0,1920,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,376.0,3,3,CBlock,3,3,2,5,471.0,1,0.0,294.0,765.0,GasA,5,Y,SBrkr,765,600,0,1365,1.0,0.0,1,1,2,1,3,6,Min1,0,4,Detchd,1971.0,Unf,2.0,440.0,3,3,Y,240,36,0,0,0,0,0,8,2007,WD,Normal,122500.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
433,434,60,RL,100.0,10839,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,3,2,1,0.0,1,0.0,926.0,926.0,GasA,5,Y,SBrkr,926,678,0,1604,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,1997.0,Fin,2.0,470.0,3,3,Y,0,36,0,0,0,0,0,7,2008,WD,Normal,181000.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
434,435,180,RM,21.0,1890,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,0.0,3,4,CBlock,4,3,4,5,495.0,1,0.0,135.0,630.0,GasA,4,Y,SBrkr,630,0,0,630,1.0,0.0,1,0,1,1,3,3,Typ,0,4,Attchd,1978.1134057971014,Unf,0.0,0.0,3,3,Y,88,0,0,0,0,0,0,6,2008,WD,Normal,81000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
435,436,60,RL,43.0,10667,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,4,6,385.0,5,344.0,70.0,799.0,GasA,5,Y,SBrkr,827,834,0,1661,1.0,0.0,2,1,3,1,4,6,Typ,1,3,Attchd,1996.0,RFn,2.0,550.0,3,3,Y,158,61,0,0,0,0,0,4,2009,ConLw,Normal,212000.0,1,1,0,1,0,1,0,0,0,0,0,1,1,0
436,437,50,RM,40.0,4400,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,0.0,3,3,BrkTil,2,3,2,1,0.0,1,0.0,648.0,648.0,GasA,3,Y,FuseA,734,384,0,1118,0.0,0.0,1,0,2,1,3,6,Typ,0,4,Detchd,1990.0,Unf,2.0,440.0,3,3,Y,0,0,0,0,0,0,0,10,2006,WD,Normal,116000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
437,438,45,RM,50.0,6000,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,3,PConc,3,3,2,1,0.0,1,0.0,884.0,884.0,GasA,4,Y,SBrkr,904,0,0,904,0.0,0.0,1,0,2,1,3,4,Typ,0,4,Detchd,1926.0,Unf,1.0,180.0,3,3,Y,0,0,105,0,0,0,0,1,2009,WD,Normal,119000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
438,439,30,RL,40.0,4280,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,0.0,3,3,PConc,3,3,2,2,365.0,1,0.0,75.0,440.0,GasA,3,N,SBrkr,694,0,0,694,0.0,0.0,1,0,2,1,4,4,Typ,1,4,Detchd,1990.0,Unf,1.0,352.0,4,3,P,0,0,34,0,0,0,0,3,2007,WD,Normal,90350.0,0,2,0,1,0,0,0,1,0,0,0,1,1,0
439,440,50,RL,67.0,12354,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,2,3,1,0.0,1,0.0,684.0,684.0,GasA,4,Y,SBrkr,684,512,0,1196,0.0,0.0,1,0,3,1,4,7,Typ,0,4,Detchd,2005.0,Unf,2.0,528.0,3,3,Y,0,46,0,0,0,0,800,8,2009,ConLI,Normal,110000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
440,441,20,RL,105.0,15431,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,200.0,5,3,PConc,5,3,5,6,1767.0,5,539.0,788.0,3094.0,GasA,5,Y,SBrkr,2402,0,0,2402,1.0,0.0,2,0,2,1,5,10,Typ,2,4,Attchd,2008.0,Fin,3.0,672.0,3,3,Y,0,72,0,0,170,0,0,4,2009,WD,Normal,555000.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
441,442,90,RL,92.0,12108,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,270.0,3,3,CBlock,3,3,2,5,133.0,1,0.0,1307.0,1440.0,GasA,3,N,FuseF,1440,0,0,1440,0.0,0.0,2,0,4,2,2,8,Typ,0,4,Attchd,1978.1134057971014,Unf,0.0,0.0,3,3,Y,0,0,0,0,0,0,0,9,2008,WD,Normal,118000.0,0,2,0,1,0,0,0,1,0,0,0,1,1,0
442,443,50,RM,52.0,6240,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,PConc,3,3,2,1,0.0,1,0.0,1078.0,1078.0,GasA,3,Y,SBrkr,1128,445,0,1573,0.0,0.0,2,0,3,1,3,8,Typ,1,4,Detchd,1930.0,Unf,2.0,360.0,3,3,P,0,0,0,0,0,0,0,6,2008,WD,Normal,162900.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
443,444,120,RL,53.0,3922,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,72.0,4,3,PConc,5,3,4,1,0.0,1,0.0,1258.0,1258.0,GasA,5,Y,SBrkr,1258,0,0,1258,0.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2007.0,Fin,3.0,648.0,3,3,Y,144,16,0,0,0,0,0,6,2007,New,Partial,172500.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
444,445,60,RL,70.0,8750,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,0.0,4,4,PConc,4,3,2,6,642.0,1,0.0,273.0,915.0,GasA,5,Y,SBrkr,933,975,0,1908,1.0,0.0,2,1,4,1,4,8,Typ,1,3,Attchd,1994.0,Unf,2.0,493.0,3,3,Y,144,133,0,0,0,0,0,7,2008,WD,Normal,210000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
445,446,20,RL,73.0,9855,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,2,1,0.0,1,0.0,1436.0,1436.0,GasA,2,Y,SBrkr,1689,0,0,1689,0.0,0.0,1,0,3,1,3,7,Typ,1,4,Attchd,1956.0,Unf,2.0,480.0,3,3,Y,0,0,0,0,0,0,0,11,2009,COD,Normal,127500.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
446,447,20,RL,137.0,16492,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,0.0,4,3,CBlock,3,3,2,5,247.0,3,713.0,557.0,1517.0,GasA,5,Y,SBrkr,1888,0,0,1888,0.0,0.0,2,1,2,1,4,6,Mod,1,4,Attchd,1966.0,Fin,2.0,578.0,3,3,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,190000.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
447,448,60,RL,69.30579531442663,11214,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,930.0,930.0,GasA,4,Y,SBrkr,956,930,0,1886,0.0,0.0,2,1,4,1,4,10,Typ,1,3,Attchd,1998.0,Fin,2.0,431.0,3,3,Y,89,0,0,0,0,0,0,7,2006,WD,Normal,199900.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
448,449,50,RM,50.0,8600,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,780.0,780.0,GasA,3,Y,SBrkr,780,596,0,1376,0.0,0.0,2,0,3,1,3,7,Typ,1,4,Detchd,1937.0,Unf,1.0,198.0,3,3,N,0,0,0,0,0,0,0,6,2006,WD,Normal,119500.0,1,2,0,1,0,0,0,1,1,0,0,0,1,0
449,450,50,RM,50.0,6000,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,0.0,3,4,CBlock,3,3,2,5,331.0,1,0.0,318.0,649.0,GasA,5,Y,SBrkr,679,504,0,1183,0.0,0.0,1,1,2,1,3,6,Typ,0,4,Detchd,1981.0,Unf,1.0,308.0,3,3,Y,0,176,0,0,0,0,0,6,2007,WD,Normal,120000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
450,451,30,RM,70.0,5684,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,813.0,813.0,GasA,5,Y,FuseA,813,0,0,813,0.0,0.0,1,0,2,1,4,5,Typ,0,4,Detchd,1932.0,Unf,1.0,270.0,2,2,N,0,113,0,0,0,0,0,6,2006,WD,Normal,110000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
451,452,20,RL,62.0,70761,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,0.0,3,3,CBlock,4,3,5,5,655.0,1,0.0,878.0,1533.0,GasA,3,Y,SBrkr,1533,0,0,1533,1.0,0.0,2,0,2,1,4,5,Typ,2,3,Attchd,1975.0,Unf,2.0,576.0,3,3,Y,200,54,0,0,0,0,0,12,2006,WD,Normal,280000.0,1,2,0,1,1,0,0,0,0,0,1,0,1,0
